visit,day_obs,band,split,source_pickle,source_bytes,detectors_to_select,shard_relpath
2026031700214,20260317,i,train,visits/visit_2026031700214.pkl,1113741583,128,shards/train/part-0002.npz
2026031700232,20260317,i,train,visits/visit_2026031700232.pkl,1116626043,128,shards/train/part-0002.npz
2026031700260,20260317,i,train,visits/visit_2026031700260.pkl,1120472154,128,shards/train/part-0002.npz
2026031700272,20260317,i,train,visits/visit_2026031700272.pkl,1118869678,128,shards/train/part-0002.npz
2026031700275,20260317,i,train,visits/visit_2026031700275.pkl,1116305392,128,shards/train/part-0002.npz
2026031700306,20260317,i,train,visits/visit_2026031700306.pkl,1120151489,128,shards/train/part-0002.npz
2026031900294,20260319,i,train,visits/visit_2026031900294.pkl,932020641,128,shards/train/part-0002.npz
2026031900297,20260319,i,train,visits/visit_2026031900297.pkl,924969956,128,shards/train/part-0002.npz
2026031900300,20260319,i,train,visits/visit_2026031900300.pkl,931379754,128,shards/train/part-0002.npz
2026031900303,20260319,i,train,visits/visit_2026031900303.pkl,912791162,128,shards/train/part-0003.npz
2026031900306,20260319,i,train,visits/visit_2026031900306.pkl,936507605,128,shards/train/part-0003.npz
2026031900309,20260319,i,train,visits/visit_2026031900309.pkl,875613882,128,shards/train/part-0003.npz
2026031900312,20260319,i,train,visits/visit_2026031900312.pkl,883626359,128,shards/train/part-0003.npz
2026031900315,20260319,i,val,visits/visit_2026031900315.pkl,876574973,128,shards/val/part-0016.npz
2026031900318,20260319,i,train,visits/visit_2026031900318.pkl,882984872,128,shards/train/part-0003.npz
2026031900327,20260319,i,train,visits/visit_2026031900327.pkl,890036084,128,shards/train/part-0003.npz
2026031900330,20260319,i,train,visits/visit_2026031900330.pkl,885869591,128,shards/train/part-0003.npz
2026031900333,20260319,i,train,visits/visit_2026031900333.pkl,865998749,128,shards/train/part-0003.npz
2026031900336,20260319,i,train,visits/visit_2026031900336.pkl,826577912,128,shards/train/part-0003.npz
2026032400033,20260324,i,train,visits/visit_2026032400033.pkl,1119190008,128,shards/train/part-0003.npz
2026032400036,20260324,i,train,visits/visit_2026032400036.pkl,1110216163,128,shards/train/part-0003.npz
2026032400039,20260324,i,train,visits/visit_2026032400039.pkl,1120792483,128,shards/train/part-0003.npz
2026032400042,20260324,i,train,visits/visit_2026032400042.pkl,1119189999,128,shards/train/part-0003.npz
2026032400054,20260324,i,train,visits/visit_2026032400054.pkl,1119190005,128,shards/train/part-0003.npz
2026032400075,20260324,i,train,visits/visit_2026032400075.pkl,1114703081,128,shards/train/part-0003.npz
2026032400496,20260324,i,train,visits/visit_2026032400496.pkl,1001247500,128,shards/train/part-0003.npz
2026032400502,20260324,i,val,visits/visit_2026032400502.pkl,1008619167,128,shards/val/part-0016.npz
2026032400505,20260324,i,train,visits/visit_2026032400505.pkl,1030092296,128,shards/train/part-0004.npz
2026032400508,20260324,i,train,visits/visit_2026032400508.pkl,1045476034,128,shards/train/part-0004.npz
2026032400517,20260324,i,val,visits/visit_2026032400517.pkl,1034579046,128,shards/val/part-0016.npz
2026032400523,20260324,i,train,visits/visit_2026032400523.pkl,1068871843,128,shards/train/part-0004.npz
2026032400553,20260324,i,train,visits/visit_2026032400553.pkl,1057654865,128,shards/train/part-0004.npz
2026032400562,20260324,i,train,visits/visit_2026032400562.pkl,1096114211,128,shards/train/part-0004.npz
2026032400568,20260324,i,train,visits/visit_2026032400568.pkl,1081051133,128,shards/train/part-0004.npz
2026032400581,20260324,i,train,visits/visit_2026032400581.pkl,518902725,128,shards/train/part-0004.npz
2026032400584,20260324,i,train,visits/visit_2026032400584.pkl,479802349,128,shards/train/part-0004.npz
2026032500216,20260325,i,train,visits/visit_2026032500216.pkl,1125599901,128,shards/train/part-0004.npz
2026032500219,20260325,i,train,visits/visit_2026032500219.pkl,1125920400,128,shards/train/part-0004.npz
2026032500225,20260325,i,train,visits/visit_2026032500225.pkl,1124958913,128,shards/train/part-0004.npz
2026032500228,20260325,i,train,visits/visit_2026032500228.pkl,1125279406,128,shards/train/part-0004.npz
2026032500234,20260325,i,train,visits/visit_2026032500234.pkl,1113741590,128,shards/train/part-0004.npz
2026032500246,20260325,i,val,visits/visit_2026032500246.pkl,1112780101,128,shards/val/part-0016.npz
2026032500258,20260325,i,train,visits/visit_2026032500258.pkl,1117908017,128,shards/train/part-0004.npz
2026032500267,20260325,i,train,visits/visit_2026032500267.pkl,1117908017,128,shards/train/part-0004.npz
2026032500302,20260325,i,train,visits/visit_2026032500302.pkl,1113421262,128,shards/train/part-0004.npz
2026032500332,20260325,i,train,visits/visit_2026032500332.pkl,1112459458,128,shards/train/part-0005.npz
2026032500347,20260325,i,train,visits/visit_2026032500347.pkl,1116305561,128,shards/train/part-0005.npz
2026032500350,20260325,i,train,visits/visit_2026032500350.pkl,1120472147,128,shards/train/part-0005.npz
2026032500559,20260325,i,train,visits/visit_2026032500559.pkl,1117587530,128,shards/train/part-0005.npz
2026032500611,20260325,i,val,visits/visit_2026032500611.pkl,1110216147,128,shards/val/part-0016.npz
2026032500614,20260325,i,train,visits/visit_2026032500614.pkl,1109254670,128,shards/train/part-0005.npz
2026032500626,20260325,i,train,visits/visit_2026032500626.pkl,1093550250,128,shards/train/part-0005.npz
2026032500659,20260325,i,train,visits/visit_2026032500659.pkl,1111498289,128,shards/train/part-0005.npz
2026032600429,20260326,i,train,visits/visit_2026032600429.pkl,909906780,128,shards/train/part-0005.npz
2026032600432,20260326,i,train,visits/visit_2026032600432.pkl,899971060,128,shards/train/part-0005.npz
2026032600435,20260326,i,train,visits/visit_2026032600435.pkl,930097423,128,shards/train/part-0005.npz
2026032600438,20260326,i,train,visits/visit_2026032600438.pkl,926572474,128,shards/train/part-0005.npz
2026032600441,20260326,i,val,visits/visit_2026032600441.pkl,905419718,128,shards/val/part-0016.npz
2026032600444,20260326,i,train,visits/visit_2026032600444.pkl,910867991,128,shards/train/part-0005.npz
2026032700108,20260327,i,val,visits/visit_2026032700108.pkl,1115023754,128,shards/val/part-0016.npz
2026032700138,20260327,i,train,visits/visit_2026032700138.pkl,1098678008,128,shards/train/part-0005.npz
2026032700144,20260327,i,train,visits/visit_2026032700144.pkl,1115664574,128,shards/train/part-0005.npz
2026032700167,20260327,i,train,visits/visit_2026032700167.pkl,1107652379,128,shards/train/part-0005.npz
2026032700176,20260327,i,train,visits/visit_2026032700176.pkl,1116626206,128,shards/train/part-0005.npz
2026032700258,20260327,i,train,visits/visit_2026032700258.pkl,1034899377,128,shards/train/part-0006.npz
2026032700264,20260327,i,train,visits/visit_2026032700264.pkl,1029130969,128,shards/train/part-0006.npz
2026032700291,20260327,i,train,visits/visit_2026032700291.pkl,1035540660,128,shards/train/part-0006.npz
2026032700294,20260327,i,val,visits/visit_2026032700294.pkl,1034899886,128,shards/val/part-0016.npz
2026032700322,20260327,i,train,visits/visit_2026032700322.pkl,896445448,128,shards/train/part-0006.npz
2026032700325,20260327,i,train,visits/visit_2026032700325.pkl,894202500,128,shards/train/part-0006.npz
2026032700367,20260327,i,train,visits/visit_2026032700367.pkl,915675015,128,shards/train/part-0006.npz
2026032700376,20260327,i,train,visits/visit_2026032700376.pkl,918239620,128,shards/train/part-0006.npz
2026032700388,20260327,i,train,visits/visit_2026032700388.pkl,961826684,128,shards/train/part-0006.npz
2026032700436,20260327,i,train,visits/visit_2026032700436.pkl,1019836114,128,shards/train/part-0006.npz
2026032700445,20260327,i,train,visits/visit_2026032700445.pkl,1053808668,128,shards/train/part-0006.npz
2026032700454,20260327,i,train,visits/visit_2026032700454.pkl,1057334332,128,shards/train/part-0006.npz
2026033100247,20260331,i,train,visits/visit_2026033100247.pkl,1111498123,128,shards/train/part-0006.npz
2026033100262,20260331,i,train,visits/visit_2026033100262.pkl,1112139122,128,shards/train/part-0006.npz
2026033100274,20260331,i,train,visits/visit_2026033100274.pkl,1109895667,128,shards/train/part-0006.npz
2026033100280,20260331,i,train,visits/visit_2026033100280.pkl,1106049215,128,shards/train/part-0006.npz
2026033100320,20260331,i,train,visits/visit_2026033100320.pkl,1115023570,128,shards/train/part-0006.npz
2026033100359,20260331,i,train,visits/visit_2026033100359.pkl,1106370192,128,shards/train/part-0007.npz
2026033100362,20260331,i,train,visits/visit_2026033100362.pkl,1107011370,128,shards/train/part-0007.npz
2026033100377,20260331,i,train,visits/visit_2026033100377.pkl,1100280974,128,shards/train/part-0007.npz
2026033100447,20260331,i,val,visits/visit_2026033100447.pkl,940353562,128,shards/val/part-0016.npz
2026033100450,20260331,i,train,visits/visit_2026033100450.pkl,920482993,128,shards/train/part-0007.npz
2026033100473,20260331,i,val,visits/visit_2026033100473.pkl,1115664560,128,shards/val/part-0016.npz
2026033100494,20260331,i,train,visits/visit_2026033100494.pkl,1115985070,128,shards/train/part-0007.npz
2026033100500,20260331,i,train,visits/visit_2026033100500.pkl,1114062094,128,shards/train/part-0007.npz
2026033100545,20260331,i,train,visits/visit_2026033100545.pkl,1069192661,128,shards/train/part-0007.npz
2026033100548,20260331,i,train,visits/visit_2026033100548.pkl,1088743017,128,shards/train/part-0007.npz
2026033100569,20260331,i,train,visits/visit_2026033100569.pkl,1100601102,128,shards/train/part-0007.npz
2026033100575,20260331,i,train,visits/visit_2026033100575.pkl,1092589128,128,shards/train/part-0007.npz
2026040100230,20260401,i,train,visits/visit_2026040100230.pkl,1108293350,128,shards/train/part-0007.npz
2026040100233,20260401,i,train,visits/visit_2026040100233.pkl,1107972671,128,shards/train/part-0007.npz
2026040100236,20260401,i,train,visits/visit_2026040100236.pkl,1105408850,128,shards/train/part-0007.npz
2026040100260,20260401,i,val,visits/visit_2026040100260.pkl,1104767726,128,shards/val/part-0017.npz
2026040100315,20260401,i,train,visits/visit_2026040100315.pkl,1112780279,128,shards/train/part-0007.npz
2026040100324,20260401,i,train,visits/visit_2026040100324.pkl,1114703071,128,shards/train/part-0007.npz
2026040100345,20260401,i,train,visits/visit_2026040100345.pkl,1120471994,128,shards/train/part-0007.npz
2026040100354,20260401,i,val,visits/visit_2026040100354.pkl,1115985065,128,shards/val/part-0017.npz
2026040100366,20260401,i,train,visits/visit_2026040100366.pkl,1114062262,128,shards/train/part-0008.npz
2026040100372,20260401,i,train,visits/visit_2026040100372.pkl,1119190006,128,shards/train/part-0008.npz
2026040100482,20260401,i,train,visits/visit_2026040100482.pkl,1113100603,128,shards/train/part-0008.npz
2026040100488,20260401,i,train,visits/visit_2026040100488.pkl,1118549007,128,shards/train/part-0008.npz
2026040100494,20260401,i,train,visits/visit_2026040100494.pkl,1120151483,128,shards/train/part-0008.npz
2026040100506,20260401,i,train,visits/visit_2026040100506.pkl,1113100437,128,shards/train/part-0008.npz
2026040100654,20260401,i,train,visits/visit_2026040100654.pkl,1111498133,128,shards/train/part-0008.npz
2026040100660,20260401,i,train,visits/visit_2026040100660.pkl,1109895809,128,shards/train/part-0008.npz
2026040100684,20260401,i,train,visits/visit_2026040100684.pkl,1103806070,128,shards/train/part-0008.npz
2026040200268,20260402,i,train,visits/visit_2026040200268.pkl,959903703,128,shards/train/part-0008.npz
2026040200356,20260402,i,val,visits/visit_2026040200356.pkl,862793496,128,shards/val/part-0017.npz
2026040200365,20260402,i,val,visits/visit_2026040200365.pkl,859588696,128,shards/val/part-0017.npz
2026040200368,20260402,i,train,visits/visit_2026040200368.pkl,881702683,128,shards/train/part-0008.npz
2026040200371,20260402,i,train,visits/visit_2026040200371.pkl,875613275,128,shards/train/part-0008.npz
2026040200395,20260402,i,train,visits/visit_2026040200395.pkl,1056052314,128,shards/train/part-0008.npz
2026040200466,20260402,i,train,visits/visit_2026040200466.pkl,1113741591,128,shards/train/part-0008.npz
2026040200478,20260402,i,train,visits/visit_2026040200478.pkl,1107972867,128,shards/train/part-0008.npz
2026040200481,20260402,i,train,visits/visit_2026040200481.pkl,1107011207,128,shards/train/part-0008.npz
2026040200490,20260402,i,train,visits/visit_2026040200490.pkl,1107652189,128,shards/train/part-0009.npz
2026040200515,20260402,i,train,visits/visit_2026040200515.pkl,1104447390,128,shards/train/part-0009.npz
2026040200521,20260402,i,train,visits/visit_2026040200521.pkl,1100280798,128,shards/train/part-0009.npz
2026040200542,20260402,i,train,visits/visit_2026040200542.pkl,1089384108,128,shards/train/part-0009.npz
2026040200545,20260402,i,train,visits/visit_2026040200545.pkl,1095794040,128,shards/train/part-0009.npz
2026040200560,20260402,i,train,visits/visit_2026040200560.pkl,1092909411,128,shards/train/part-0009.npz
2026040200612,20260402,i,train,visits/visit_2026040200612.pkl,1079448475,128,shards/train/part-0009.npz
2026040200615,20260402,i,train,visits/visit_2026040200615.pkl,1069192765,128,shards/train/part-0009.npz
2026040900319,20260409,i,train,visits/visit_2026040900319.pkl,1105088393,128,shards/train/part-0009.npz
2026040900365,20260409,i,train,visits/visit_2026040900365.pkl,1102203978,128,shards/train/part-0009.npz
2026040900371,20260409,i,train,visits/visit_2026040900371.pkl,1102844774,128,shards/train/part-0009.npz
2026040900393,20260409,i,train,visits/visit_2026040900393.pkl,1102203770,128,shards/train/part-0009.npz
2026040900405,20260409,i,train,visits/visit_2026040900405.pkl,1110216160,128,shards/train/part-0009.npz
2026040900408,20260409,i,train,visits/visit_2026040900408.pkl,1111498148,128,shards/train/part-0009.npz
2026040900433,20260409,i,train,visits/visit_2026040900433.pkl,1109254677,128,shards/train/part-0009.npz
2026040900485,20260409,i,train,visits/visit_2026040900485.pkl,1113741300,128,shards/train/part-0009.npz
2026040900494,20260409,i,val,visits/visit_2026040900494.pkl,1120472151,128,shards/val/part-0017.npz
2026040900537,20260409,i,train,visits/visit_2026040900537.pkl,1113100614,128,shards/train/part-0010.npz
2026040900540,20260409,i,train,visits/visit_2026040900540.pkl,1111177686,128,shards/train/part-0010.npz
2026040900546,20260409,i,val,visits/visit_2026040900546.pkl,1116305723,128,shards/val/part-0017.npz
2026040900586,20260409,i,train,visits/visit_2026040900586.pkl,1109254666,128,shards/train/part-0010.npz
2026040900589,20260409,i,train,visits/visit_2026040900589.pkl,1105408863,128,shards/train/part-0010.npz
2026040900620,20260409,i,train,visits/visit_2026040900620.pkl,1105408717,128,shards/train/part-0010.npz
2026040900641,20260409,i,train,visits/visit_2026040900641.pkl,1101883449,128,shards/train/part-0010.npz
2026040900644,20260409,i,train,visits/visit_2026040900644.pkl,1095152857,128,shards/train/part-0010.npz
2026041800227,20260418,i,train,visits/visit_2026041800227.pkl,1099319473,128,shards/train/part-0010.npz
2026041800236,20260418,i,train,visits/visit_2026041800236.pkl,1103485757,128,shards/train/part-0010.npz
2026041800239,20260418,i,train,visits/visit_2026041800239.pkl,1109575314,128,shards/train/part-0010.npz
2026041800242,20260418,i,train,visits/visit_2026041800242.pkl,1108613842,128,shards/train/part-0010.npz
2026041800248,20260418,i,train,visits/visit_2026041800248.pkl,1106370384,128,shards/train/part-0010.npz
2026041800251,20260418,i,train,visits/visit_2026041800251.pkl,1109895839,128,shards/train/part-0010.npz
2026041800254,20260418,i,val,visits/visit_2026041800254.pkl,1103806249,128,shards/val/part-0017.npz
2026041800257,20260418,i,train,visits/visit_2026041800257.pkl,1107972833,128,shards/train/part-0010.npz
2026041800260,20260418,i,train,visits/visit_2026041800260.pkl,1111498134,128,shards/train/part-0010.npz
2026041800359,20260418,i,train,visits/visit_2026041800359.pkl,1115664573,128,shards/train/part-0010.npz
2026041800362,20260418,i,train,visits/visit_2026041800362.pkl,1111177645,128,shards/train/part-0011.npz
2026041800365,20260418,i,train,visits/visit_2026041800365.pkl,1112459613,128,shards/train/part-0011.npz
2026041800368,20260418,i,train,visits/visit_2026041800368.pkl,1107331689,128,shards/train/part-0011.npz
2026041800377,20260418,i,train,visits/visit_2026041800377.pkl,1104126590,128,shards/train/part-0011.npz
2026041800380,20260418,i,val,visits/visit_2026041800380.pkl,1112780284,128,shards/val/part-0017.npz
2026041800383,20260418,i,train,visits/visit_2026041800383.pkl,1113100447,128,shards/train/part-0011.npz
2026041800386,20260418,i,train,visits/visit_2026041800386.pkl,1113741761,128,shards/train/part-0011.npz
2026041900273,20260419,i,train,visits/visit_2026041900273.pkl,286863902,128,shards/train/part-0011.npz
2026041900276,20260419,i,train,visits/visit_2026041900276.pkl,124370271,128,shards/train/part-0011.npz
2026041900285,20260419,i,train,visits/visit_2026041900285.pkl,825936621,128,shards/train/part-0011.npz
2026041900288,20260419,i,train,visits/visit_2026041900288.pkl,210264971,128,shards/train/part-0011.npz
2026041900291,20260419,i,train,visits/visit_2026041900291.pkl,1065346673,128,shards/train/part-0011.npz
2026041900300,20260419,i,train,visits/visit_2026041900300.pkl,916957886,128,shards/train/part-0011.npz
2026041900303,20260419,i,val,visits/visit_2026041900303.pkl,1088101661,128,shards/val/part-0017.npz
2026041900323,20260419,i,train,visits/visit_2026041900323.pkl,1103806444,128,shards/train/part-0011.npz
2026041900329,20260419,i,train,visits/visit_2026041900329.pkl,1116946733,128,shards/train/part-0011.npz
2026041900332,20260419,i,train,visits/visit_2026041900332.pkl,1027848784,128,shards/train/part-0011.npz
2026041900335,20260419,i,train,visits/visit_2026041900335.pkl,1100280608,128,shards/train/part-0011.npz
2026041900338,20260419,i,val,visits/visit_2026041900338.pkl,997401490,128,shards/val/part-0017.npz
2026041900341,20260419,i,train,visits/visit_2026041900341.pkl,1112780119,128,shards/train/part-0012.npz
2026041900344,20260419,i,train,visits/visit_2026041900344.pkl,939392083,128,shards/train/part-0012.npz
2026041900350,20260419,i,train,visits/visit_2026041900350.pkl,911829467,128,shards/train/part-0012.npz
2026041900353,20260419,i,train,visits/visit_2026041900353.pkl,1117267229,128,shards/train/part-0012.npz
2026041900356,20260419,i,train,visits/visit_2026041900356.pkl,961185413,128,shards/train/part-0012.npz
2026042000025,20260420,i,train,visits/visit_2026042000025.pkl,1118549027,128,shards/train/part-0012.npz
2026042000028,20260420,i,train,visits/visit_2026042000028.pkl,1123036109,128,shards/train/part-0012.npz
2026042000034,20260420,i,train,visits/visit_2026042000034.pkl,1113741435,128,shards/train/part-0012.npz
2026042000037,20260420,i,train,visits/visit_2026042000037.pkl,1115344254,128,shards/train/part-0012.npz
2026042000040,20260420,i,val,visits/visit_2026042000040.pkl,1115985079,128,shards/val/part-0017.npz
2026042000043,20260420,i,train,visits/visit_2026042000043.pkl,1121112996,128,shards/train/part-0012.npz
2026042000046,20260420,i,train,visits/visit_2026042000046.pkl,1117907866,128,shards/train/part-0012.npz
2026042000049,20260420,i,train,visits/visit_2026042000049.pkl,1117267037,128,shards/train/part-0012.npz
2026042000062,20260420,i,train,visits/visit_2026042000062.pkl,1113421272,128,shards/train/part-0012.npz
2026042000068,20260420,i,train,visits/visit_2026042000068.pkl,1108292865,128,shards/train/part-0012.npz
2026042000071,20260420,i,train,visits/visit_2026042000071.pkl,1112780113,128,shards/train/part-0012.npz
2026042000074,20260420,i,train,visits/visit_2026042000074.pkl,1116625863,128,shards/train/part-0012.npz
2026042000077,20260420,i,train,visits/visit_2026042000077.pkl,1113100617,128,shards/train/part-0013.npz
2026042000080,20260420,i,train,visits/visit_2026042000080.pkl,1111497960,128,shards/train/part-0013.npz
2026042000086,20260420,i,train,visits/visit_2026042000086.pkl,1118549189,128,shards/train/part-0013.npz
2026042000092,20260420,i,train,visits/visit_2026042000092.pkl,1110536836,128,shards/train/part-0013.npz
2026042000095,20260420,i,val,visits/visit_2026042000095.pkl,1107652026,128,shards/val/part-0017.npz
2026042300024,20260423,i,train,visits/visit_2026042300024.pkl,1099639788,128,shards/train/part-0013.npz
2026042300027,20260423,i,train,visits/visit_2026042300027.pkl,617935265,128,shards/train/part-0013.npz
2026042300033,20260423,i,train,visits/visit_2026042300033.pkl,1100601157,128,shards/train/part-0013.npz
2026042300048,20260423,i,train,visits/visit_2026042300048.pkl,1103485894,128,shards/train/part-0013.npz
2026042300051,20260423,i,train,visits/visit_2026042300051.pkl,1104447385,128,shards/train/part-0013.npz
2026042300054,20260423,i,train,visits/visit_2026042300054.pkl,1103806392,128,shards/train/part-0013.npz
2026042300057,20260423,i,train,visits/visit_2026042300057.pkl,1106049859,128,shards/train/part-0013.npz
2026042300063,20260423,i,train,visits/visit_2026042300063.pkl,1107652335,128,shards/train/part-0013.npz
2026042300066,20260423,i,train,visits/visit_2026042300066.pkl,177894412,128,shards/train/part-0013.npz
2026042300069,20260423,i,val,visits/visit_2026042300069.pkl,826577604,128,shards/val/part-0017.npz
2026042300091,20260423,i,train,visits/visit_2026042300091.pkl,1108934307,128,shards/train/part-0013.npz
2026042300094,20260423,i,train,visits/visit_2026042300094.pkl,1108613814,128,shards/train/part-0013.npz
2026042300100,20260423,i,train,visits/visit_2026042300100.pkl,1107652329,128,shards/train/part-0013.npz
2026042300103,20260423,i,train,visits/visit_2026042300103.pkl,1107652328,128,shards/train/part-0014.npz
2026042300106,20260423,i,train,visits/visit_2026042300106.pkl,1108293324,128,shards/train/part-0014.npz
2026042300112,20260423,i,train,visits/visit_2026042300112.pkl,1109895796,128,shards/train/part-0014.npz
2026042300115,20260423,i,val,visits/visit_2026042300115.pkl,1108934309,128,shards/val/part-0017.npz
2026043000047,20260430,i,val,visits/visit_2026043000047.pkl,1103485735,128,shards/val/part-0017.npz
2026043000050,20260430,i,train,visits/visit_2026043000050.pkl,1107331847,128,shards/train/part-0014.npz
2026043000053,20260430,i,train,visits/visit_2026043000053.pkl,1097075675,128,shards/train/part-0014.npz
2026043000059,20260430,i,train,visits/visit_2026043000059.pkl,1107331685,128,shards/train/part-0014.npz
2026043000068,20260430,i,train,visits/visit_2026043000068.pkl,1105088206,128,shards/train/part-0014.npz
2026043000071,20260430,i,train,visits/visit_2026043000071.pkl,1098998813,128,shards/train/part-0014.npz
2026043000074,20260430,i,train,visits/visit_2026043000074.pkl,1101883278,128,shards/train/part-0014.npz
2026043000077,20260430,i,train,visits/visit_2026043000077.pkl,1103806236,128,shards/train/part-0014.npz
2026043000083,20260430,i,train,visits/visit_2026043000083.pkl,1106049688,128,shards/train/part-0014.npz
2026043000089,20260430,i,train,visits/visit_2026043000089.pkl,1104767902,128,shards/train/part-0014.npz
2026043000108,20260430,i,train,visits/visit_2026043000108.pkl,1104447247,128,shards/train/part-0014.npz
2026043000111,20260430,i,train,visits/visit_2026043000111.pkl,1103485737,128,shards/train/part-0014.npz
2026043000114,20260430,i,train,visits/visit_2026043000114.pkl,1105408708,128,shards/train/part-0014.npz
2026043000120,20260430,i,train,visits/visit_2026043000120.pkl,1105088385,128,shards/train/part-0014.npz
2026043000125,20260430,i,train,visits/visit_2026043000125.pkl,1107011035,128,shards/train/part-0015.npz
2026043000128,20260430,i,train,visits/visit_2026043000128.pkl,1111177623,128,shards/train/part-0015.npz
2026051300024,20260513,i,train,visits/visit_2026051300024.pkl,1112779938,128,shards/train/part-0015.npz
2026051300033,20260513,i,train,visits/visit_2026051300033.pkl,1088422162,128,shards/train/part-0015.npz
2026051300036,20260513,i,train,visits/visit_2026051300036.pkl,1071436113,128,shards/train/part-0015.npz
2026051300042,20260513,i,train,visits/visit_2026051300042.pkl,1101562850,128,shards/train/part-0015.npz
2026051300045,20260513,i,train,visits/visit_2026051300045.pkl,1037784224,128,shards/train/part-0015.npz
2026051300084,20260513,i,train,visits/visit_2026051300084.pkl,1089063677,128,shards/train/part-0015.npz
